product_name,product_category_tree,retail_price,discounted_price,product_rating,overall_rating,brand,is_FK_Advantage_product,Stock_Level,Quantity,Rarity,Rarity_Encoded,Category_Encoded,Brand_Encoded
"Modimania Women's Self Design Casual, Formal, Festive, Party Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Modimania Shirts""]",1200.0,499.0,4.0,4.0,Slim,0,75,15,Low,0,150,305
"Femninora Women's Solid Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Femninora Shirts""]",799.0,404.0,3.0,3.0,Regular,0,49,4,Low,0,134,270
Kashana Fashions Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kashana Fashions Shirts""]",1899.0,490.0,5.0,5.0,Regular,0,136,93,Medium,1,142,270
Kashana Fashions Women's Polka Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kashana Fashions Shirts""]",1899.0,490.0,5.0,5.0,Regular,0,40,86,Medium,1,142,270
"Femninora Women's Solid Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Femninora Shirts""]",799.0,404.0,4.5,4.5,Regular,0,74,25,Low,0,134,270
"Mrigya Alloy, Metal Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1378.0,399.0,3.0,3.0,Mrigya,0,163,13,Medium,1,286,209
"Femninora Women's Solid Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Femninora Shirts""]",799.0,404.0,3.0,3.0,Regular,0,23,82,Low,0,134,270
Fashion Fusion Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1000.0,299.0,3.1,3.1,Fashion Fusion,0,193,33,High,2,286,114
Bombay High Women's Checkered Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bombay High Shirts""]",799.0,399.0,5.0,5.0,Slim,0,112,16,Medium,1,123,305
"Camy Alloy, Brass Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1750.0,449.0,4.2,4.2,Camy,0,186,42,Low,0,286,54
"Osumfab Women's Solid Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Osumfab Shirts""]",799.0,399.0,4.5,4.5,Regular,0,171,66,Medium,1,155,270
Vedika Jewellery Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1299.0,325.0,5.0,5.0,Vedika Jewellery,0,95,55,Low,0,286,361
Kashana Fashions Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kashana Fashions Shirts""]",1499.0,490.0,5.0,5.0,Regular fit,0,94,99,Low,0,142,272
Nexq Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Nexq Shirts""]",1745.0,499.0,5.0,5.0,Slim,0,23,42,Medium,1,153,305
The Pari Brass Brass Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1100.0,220.0,4.0,4.0,The Pari,0,43,34,High,2,286,339
Ethnic Jewels Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1619.0,323.0,5.0,5.0,Ethnic Jewels,0,130,30,Low,0,286,110
Duvi Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Duvi Shirts""]",799.0,399.0,4.7,4.7,Slim,0,199,13,Low,0,129,305
Alibi By INMARK Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Alibi By INMARK Shirts""]",799.0,316.0,3.5,3.5,Regular Fit,0,177,13,Low,0,117,271
Kiosha Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kiosha Shirts""]",1399.0,297.0,5.0,5.0,Slim,0,145,18,High,2,143,305
Aviiq Book Cover for Apple iPad Mini,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Aviiq Cases & Covers""]",1350.0,1010.0,5.0,5.0,Aviiq,0,130,32,High,2,354,26
Jaipur Crafts Premium Collection Silver Lord Krishna With Makhan Matki Showpiece  -  13.97 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Jaipur Crafts Religious Idols""]",1499.0,838.0,5.0,5.0,Jaipur Crafts,0,62,96,Medium,1,270,158
Ratnam Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",49999.0,44000.0,5.0,5.0,Ratnam,0,152,99,High,2,294,267
Aviiq Book Cover for Apple iPad Mini,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Aviiq Cases & Covers""]",1350.0,1010.0,3.0,3.0,Aviiq,0,65,39,Medium,1,354,26
X-Doria Back Cover for iPad / 2,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> X-Doria Cases & Covers""]",2495.0,1999.0,5.0,5.0,X-Doria,0,131,46,Medium,1,361,379
Philips QG3383 7-in-1 Multigrooming Pro,"[""Health & Personal Care Appliances >> Personal Care Appliances >> Trimmers""]",3995.0,3232.0,4.4,4.4,Philips,0,109,29,High,2,247,245
Remington Hair Clipper HC5810-Genius Trimmer For Men,"[""Health & Personal Care Appliances >> Personal Care Appliances >> Trimmers""]",7599.0,5975.0,4.9,4.9,Remington,0,171,62,Medium,1,247,274
Shivani Art Jesus Sheep Plate Showpiece  -  18 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Shivani Art Showpieces""]",799.0,599.0,5.0,5.0,Shivani Art,0,5,93,High,2,272,298
"KolorFish Flip Cover for Apple iPad 2, 3, 4","[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> KolorFish Cases & Covers""]",1699.0,1299.0,5.0,5.0,KolorFish,0,135,62,Medium,1,359,174
Rock Book Cover for iPad Mini,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Rock Cases & Covers""]",2499.0,1749.0,4.0,4.0,Rock,1,96,57,High,2,360,280
Airplus Book Cover for iPad Air,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Airplus Cases & Covers""]",2599.0,1499.0,4.0,4.0,Airplus,0,194,16,High,2,353,11
Story @ Home Checkered Double Dohar White,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",1999.0,1104.0,2.8,2.8,Story @ Home,1,195,56,Medium,1,278,319
Coddle Pocket Cloth Diaper Plus A Microfiber Insert,"[""Baby Care >> Diapering & Potty Training >> Nappies & Cloth Diapers >> Coddle Nappies & Cloth Diapers""]",980.0,599.0,5.0,5.0,Coddle,0,117,10,Low,0,19,66
Rock Flip Cover for Apple iPad Mini Retina,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Rock Cases & Covers""]",1699.0,1199.0,4.3,4.3,Rock,1,157,30,Medium,1,360,280
Remington Body Hair BHT6100 Trimmer For Men,"[""Health & Personal Care Appliances >> Personal Care Appliances >> Trimmers""]",2495.0,1996.0,4.5,4.5,Remington,0,60,25,High,2,247,274
Rock Book Cover for Samsung Galaxy Note 8.0 N5100,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Rock Cases & Covers""]",1599.0,1199.0,4.7,4.7,Rock,1,165,84,Low,0,360,280
Rock Flip Cover for iPad Air,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Rock Cases & Covers""]",1999.0,1499.0,3.0,3.0,Rock,1,170,5,Medium,1,360,280
Ratnam Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",49999.0,43950.0,5.0,5.0,Ratnam,0,121,65,Medium,1,294,267
HoA Baby Nappy Set of 6 - Plain Pure Cotton - Assorted,"[""Baby Care >> Diapering & Potty Training >> Nappies & Cloth Diapers >> HoA Nappies & Cloth Diapers""]",399.0,199.0,2.0,2.0,HoA,0,138,94,Medium,1,20,139
Rock Flip Cover for Tab S 8.4,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Rock Cases & Covers""]",1499.0,1369.0,1.0,1.0,Rock,0,62,49,Low,0,360,280
Kemei Body Groomer KM-30005 Trimmer For Men,"[""Health & Personal Care Appliances >> Personal Care Appliances >> Trimmers""]",899.0,349.0,5.0,5.0,Kemei,0,48,3,High,2,247,172
Capdase Flip Cover for Apple iPad Mini / iPad Mini Retina Display,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Capdase Cases & Covers""]",2199.0,1099.0,3.7,3.7,Capdase,0,177,45,Medium,1,356,56
Dicapac Grip Back Cover for Galaxy Note,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Dicapac Cases & Covers""]",1490.0,1350.0,4.0,4.0,Dicapac,0,164,14,Medium,1,357,91
Dhrohar Red 72 cm Table Runner,"[""Home Furnishing >> Kitchen & Dining Linen >> Table Runners""]",299.0,299.0,4.0,4.0,Dhrohar,0,177,30,Medium,1,282,90
Canon Toner Cartridge 416 Black,"[""Computers >> Computer Peripherals >> Printers & Inks >> Toners >> Canon Toners""]",4395.0,3220.0,2.2,2.2,Canon,0,65,68,Medium,1,170,55
Esteem Boy's Drawer,"[""Clothing >> Kids' Clothing >> Boys Wear >> Innerwear & Sleepwear >> Bloomers & Drawers >> Esteem Bloomers & Drawers >> Esteem Boy's Drawer""]",800.0,415.0,5.0,5.0,Esteem,0,51,18,Medium,1,32,108
StyloFashionGarments slim Fit Women's Jeans,"[""Clothing >> Women's Clothing >> Western Wear >> Jeans & Shorts >> Jeans >> StyloFashionGarments Jeans >> StyloFashionGarments slim Fit Women's Jeans""]",1295.0,698.0,5.0,5.0,StyloFashionGarments,0,153,62,High,2,113,321
Kakori Handcrafted Seated Musician having Red Color and Nickel Polish Finish Showpiece  -  17 cm,"[""Home Decor & Festive Needs >> Showpieces >> Kakori Showpieces""]",900.0,655.0,3.0,3.0,Kakori,0,84,37,High,2,261,168
Udaipur Art Gallery Wooden Decorative Platter,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Decorative Platters >> Udaipur Art Gallery Decorative Platters""]",750.0,399.0,5.0,5.0,Udaipur Art Gallery,0,122,25,Medium,1,268,351
Pavvoin Lingerie Set,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Lingerie Sets >> Pavvoin Lingerie Sets >> Pavvoin Lingerie Set""]",999.0,445.0,5.0,5.0,Pavvoin,0,168,48,Low,0,109,239
Stanley 14-125 Glass Cutter,"[""Tools & Hardware >> Tools >> Hand Tools >> Cutters & Snips >> Cutters""]",185.0,149.0,3.1,3.1,Stanley,1,151,65,High,2,384,316
R18Jewels-Fashion&U Sparkle Delight Metal Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",650.0,297.0,5.0,5.0,R18Jewels-Fashion&U,0,24,53,Low,0,286,262
Tales & Stories Slim Fit Boy's Jeans,"[""Clothing >> Kids' Clothing >> Boys Wear >> Jeans >> Tales & Stories Jeans""]",1299.0,779.0,4.0,4.0,Slim,0,189,79,High,2,35,305
Rajasthan Crafts Abstract Single Quilts & Comforters Multicolor,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",950.0,840.0,3.0,3.0,Rajasthan Crafts,0,150,73,Medium,1,278,266
Rajasthan Crafts Abstract Single Quilts & Comforters Pink,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",950.0,840.0,4.0,4.0,Rajasthan Crafts,0,51,15,High,2,278,266
Earth Ro System Abstract Single Quilts & Comforters Multicolor,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",2450.0,1000.0,5.0,5.0,Earth Ro System,0,53,49,Medium,1,278,101
"Ireeya Abstract Single Coral Blanket White, Purple","[""Baby Care >> Baby Bedding >> Baby Blankets >> Ireeya Baby Blankets""]",850.0,529.0,5.0,5.0,Ireeya,0,18,88,High,2,17,152
My NewBorn Solid Single Wrapper Assorted Muti Colors,"[""Baby Care >> Baby Bedding >> Baby Blankets >> My NewBorn Baby Blankets""]",1999.0,550.0,3.2,3.2,My NewBorn,0,147,68,Medium,1,18,212
Total Care TC-L830 Screen Guard for Nokia Lumia 830,"[""Mobiles & Accessories >> Mobile Accessories >> Screen Protectors >> Total Care Screen Protectors""]",399.0,175.0,4.8,4.8,Total Care,0,163,12,Medium,1,347,344
Karpine Glass Screen Guard for Nokia Lumia 830,"[""Mobiles & Accessories >> Mobile Accessories >> Screen Protectors >> Karpine Screen Protectors""]",999.0,399.0,1.0,1.0,Karpine,0,5,59,Medium,1,342,169
Karpine Clear Screen Guard for Nokia lumia 830,"[""Mobiles & Accessories >> Mobile Accessories >> Screen Protectors >> Karpine Screen Protectors""]",549.0,149.0,3.7,3.7,Karpine,0,121,37,Medium,1,342,169
Casotec Super Clear Screen Protector Screen Guard for Nokia Lumia 830,"[""Mobiles & Accessories >> Mobile Accessories >> Screen Protectors >> Casotec Screen Protectors""]",199.0,79.0,5.0,5.0,Casotec,0,58,61,Low,0,341,57
Total Care TCMTZC1FB Matte Front & Back Protector for Sony Xperia Z1 Compact,"[""Mobiles & Accessories >> Mobile Accessories >> Screen Protectors >> Total Care Screen Protectors""]",399.0,199.0,1.0,1.0,Total Care,0,122,43,Medium,1,347,344
Nillkin Z3-84345 Mirror Screen Guard for Blackberry Z3,"[""Mobiles & Accessories >> Mobile Accessories >> Screen Protectors >> Nillkin Screen Protectors""]",999.0,598.0,5.0,5.0,Nillkin,0,7,70,Low,0,345,225
Love Baby Cartoon Set of Towels,"[""Baby Care >> Baby Bath & Skin >> Baby Bath Towels >> Love Baby Baby Bath Towels""]",638.0,425.0,4.3,4.3,Love Baby,0,148,39,Low,0,13,186
Mark Home Cotton Bath Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",799.0,599.0,5.0,5.0,Mark Home,0,189,56,Medium,1,277,198
Goddess Women Women's Animal Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Goddess Women Shirts""]",1299.0,909.0,1.0,1.0,Slim,0,16,63,Low,0,137,305
Trend18 Women's Animal Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Trend18 Shirts""]",699.0,449.0,3.5,3.5,Regular,0,78,46,High,2,160,270
"Pearl Paradise Pearl Paradise ""Kundan necklace"". Brass Jewel Set","[""Jewellery >> Jewellery Sets""]",3898.0,2860.0,5.0,5.0,Pearl Paradise,0,20,88,Medium,1,289,241
Pilot Roller Ball Pen,"[""Pens & Stationery >> Pens >> Roller Ball Pens >> Pilot Roller Ball Pens""]",960.0,960.0,5.0,5.0,Pilot,0,106,11,Low,0,368,247
Pilot Roller Ball Pen,"[""Pens & Stationery >> Pens >> Roller Ball Pens >> Pilot Roller Ball Pens""]",1140.0,1095.0,3.0,3.0,Pilot,0,156,62,Medium,1,368,247
"Pearlz Ocean Pleasing Alloy Pearl, Crystal Yellow Gold Bracelet","[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]",1600.0,399.0,5.0,5.0,Pearlz Ocean,0,160,77,Medium,1,287,242
Swiss Charger Cable de synchro micro USB USB Cable,"[""Mobiles & Accessories >> Mobile Accessories >> Cables >> Swiss Charger Cables""]",599.0,599.0,5.0,5.0,Swiss Charger,0,121,98,Medium,1,334,329
Remax Micro USB Data Sync & Charging Cable USB Cable,"[""Mobiles & Accessories >> Mobile Accessories >> Cables >> Remax Cables""]",799.0,250.0,5.0,5.0,Remax,0,12,25,Low,0,333,273
Avantree Micro USB Retractable USB Cable,"[""Mobiles & Accessories >> Mobile Accessories >> Cables >> Avantree Cables""]",599.0,499.0,3.0,3.0,Avantree,0,126,71,High,2,331,25
LG EAD63689301 USB Cable,"[""Mobiles & Accessories >> Mobile Accessories >> Cables >> LG Cables""]",249.0,249.0,4.6,4.6,LG,0,96,52,High,2,332,175
Uniball SAR Ball Pen,"[""Pens & Stationery >> Pens >> Ball Pens >> Uniball Ball Pens""]",150.0,145.0,4.0,4.0,Uniball,0,168,4,Low,0,367,352
"Pearl Paradise ""Ink drop"" Swarovski Crystal Silver Dangle Earring","[""Jewellery >> Earrings""]",2480.0,1880.0,5.0,5.0,Pearl Paradise,0,94,59,Medium,1,288,241
"Pearl Paradise Briolette With ""Ruby Red "". Swarovski Crystal Stone Dangle Earring","[""Jewellery >> Earrings""]",1480.0,1350.0,4.2,4.2,Pearl Paradise,0,140,72,Low,0,288,241
Pearl Paradise Elements Swarovski Crystal Stone Dangle Earring,"[""Jewellery >> Earrings""]",1380.0,1242.0,4.8,4.8,Pearl Paradise,0,190,20,Low,0,288,241
Pearl Paradise Briolette With Moonlight Elements. Swarovski Crystal Stone Dangle Earring,"[""Jewellery >> Earrings""]",1380.0,966.0,5.0,5.0,Pearl Paradise,0,64,93,Low,0,288,241
Pearl Paradise Complete Women - (A) Swarovski Crystal Silver Dangle Earring,"[""Jewellery >> Earrings""]",3280.0,1895.0,1.0,1.0,Pearl Paradise,0,182,63,Medium,1,288,241
"Pearl Paradise Long ""Black Diamond"" Swarovski Crystal Stone Dangle Earring","[""Jewellery >> Earrings""]",1980.0,1386.0,5.0,5.0,Pearl Paradise,0,32,54,Low,0,288,241
"NEVI Flower Swarovski Crystal, Crystal Alloy, Crystal Pendant","[""Jewellery >> Pendants & Lockets""]",4850.0,2250.0,5.0,5.0,NEVI,0,105,74,Medium,1,293,215
"NEVI Swarovski Crystal Alloy, Crystal Pendant","[""Jewellery >> Pendants & Lockets""]",4850.0,2250.0,4.2,4.2,NEVI,0,45,98,Low,0,293,215
"NEVI Swarovski Crystal, Crystal Alloy, Crystal Pendant","[""Jewellery >> Pendants & Lockets""]",2500.0,1200.0,3.3,3.3,NEVI,0,196,57,High,2,293,215
Suvarnadeep Rose Rhodium Zircon Sterling Silver Pendant,"[""Jewellery >> Pendants & Lockets""]",1550.0,1550.0,3.0,3.0,Suvarnadeep,1,159,90,Low,0,293,326
"NEVI Butterfly Swarovski Crystal, Crystal Alloy, Crystal Pendant","[""Jewellery >> Pendants & Lockets""]",4200.0,2199.0,5.0,5.0,NEVI,0,195,41,Low,0,293,215
Xenio GL86 Tempered Glass for Huawei Honor 6,"[""Mobiles & Accessories >> Mobile Accessories >> Screen Protectors >> Xenio Screen Protectors""]",999.0,180.0,1.0,1.0,Xenio,0,149,3,High,2,349,380
Neutron HR-06 Tempered Glass for Huawei Honor 6,"[""Mobiles & Accessories >> Mobile Accessories >> Screen Protectors >> Neutron Screen Protectors""]",799.0,299.0,1.0,1.0,Neutron,0,165,6,Medium,1,344,223
Molife M-SLTG-HONOR6PLUS Tempered Glass for Huawei Honor 6 Plus,"[""Mobiles & Accessories >> Mobile Accessories >> Screen Protectors >> Molife Screen Protectors""]",1299.0,199.0,3.7,3.7,Molife,0,161,5,Medium,1,343,206
APS Premium Scratch Protector GL-HH6 Tempered Glass for Huawei Honor 6,"[""Mobiles & Accessories >> Mobile Accessories >> Screen Protectors >> APS Screen Protectors""]",799.0,399.0,4.0,4.0,APS,0,145,5,Low,0,340,1
Yuuup Temp 2.30 Tempered Glass for Huawei Honor 6,"[""Mobiles & Accessories >> Mobile Accessories >> Screen Protectors >> Yuuup Screen Protectors""]",699.0,129.0,1.0,1.0,Yuuup,0,50,54,High,2,350,384
PrixCracker Honor6+ Tempered Glass for Huawei Honor 6+,"[""Mobiles & Accessories >> Mobile Accessories >> Screen Protectors >> PrixCracker Screen Protectors""]",699.0,299.0,5.0,5.0,PrixCracker,0,39,47,Medium,1,346,253
Vmax SC161 Tempered Glass for Huawei Honor 6,"[""Mobiles & Accessories >> Mobile Accessories >> Screen Protectors >> Vmax Screen Protectors""]",999.0,499.0,5.0,5.0,Vmax,0,138,87,Low,0,348,366
Merastore Precious and Priceless Rhodium Swarovski Crystal Alloy Pendant,"[""Jewellery >> Pendants & Lockets""]",3130.0,1249.0,4.6,4.6,Merastore,0,86,49,High,2,293,204
Pilot Ball Pen,"[""Pens & Stationery >> Pens >> Ball Pens >> Pilot Ball Pens""]",995.0,995.0,5.0,5.0,Pilot,0,119,9,Medium,1,366,247
"Planet Steel, Plastic Dustbin","[""Kitchen & Dining >> Housekeeping & Laundry >> Home Cleaning >> Dustbins >> Planet Dustbins""]",1100.0,890.0,5.0,5.0,Planet,0,51,99,Medium,1,314,249
"Heena Jewellery Alloy, Brass Jewel Set","[""Jewellery >> Jewellery Sets""]",3294.0,1317.0,5.0,5.0,Heena Jewellery,0,157,20,High,2,289,136
PXL Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> PXL Formal Shirts""]",1900.0,680.0,5.0,5.0,Slim,0,198,61,High,2,60,305
StylElite Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> StylElite Shirts""]",499.0,270.0,5.0,5.0,Regular,0,14,35,High,2,158,270
Jeet Boy's Kurta and Pyjama Set,"[""Clothing >> Kids' Clothing >> Boys Wear >> Ethnic Wear >> Ethnic Sets >> Jeet Ethnic Sets >> Jeet Boy's Kurta and Pyjama Set""]",3499.0,1450.0,5.0,5.0,Jeet,0,60,50,High,2,31,159
Sea Shell Floral pattern CS102,"[""Kitchen & Dining >> Dinnerware & Crockery >> Cups & Saucers >> Sea Shell Cups & Saucers""]",1000.0,599.0,3.0,3.0,Sea Shell,0,34,82,Low,0,313,293
KazamaKraft Full Sleeve Solid Men's Jacket,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Jackets >> KazamaKraft Jackets >> KazamaKraft Full Sleeve Solid Men's Jacket""]",8999.0,849.0,2.0,2.0,KazamaKraft,0,113,62,High,2,67,171
JJC LS - 52  Lens Hood,"[""Cameras & Accessories >> Camera Accessories >> Lens Hoods >> JJC Lens Hoods""]",875.0,750.0,3.0,3.0,JJC,0,9,17,Medium,1,28,156
Omax 67mm Flower  Lens Hood,"[""Cameras & Accessories >> Camera Accessories >> Lens Hoods >> Omax Lens Hoods""]",490.0,350.0,2.5,2.5,Omax,0,123,88,Medium,1,29,231
Bosch 2 608 521 039 Screwdriver Bit Set,"[""Tools & Hardware >> Tools >> Tool Accessories >> Screwdriver Bit Sets""]",375.0,375.0,5.0,5.0,Bosch,1,37,3,Low,0,387,48
JJC LH 60  Lens Hood,"[""Cameras & Accessories >> Camera Accessories >> Lens Hoods >> JJC Lens Hoods""]",999.0,530.0,5.0,5.0,JJC,0,122,32,Medium,1,28,156
Bosch 2 607 001 513 Extra Hard Screwdriver Bit Set,"[""Tools & Hardware >> Tools >> Tool Accessories >> Screwdriver Bit Sets""]",1038.0,1038.0,5.0,5.0,Bosch,1,69,99,Medium,1,387,48
JJC LH-78E  Lens Hood,"[""Cameras & Accessories >> Camera Accessories >> Lens Hoods >> JJC Lens Hoods""]",725.0,725.0,3.0,3.0,JJC,0,150,13,High,2,28,156
JJC LS - 55  Lens Hood,"[""Cameras & Accessories >> Camera Accessories >> Lens Hoods >> JJC Lens Hoods""]",800.0,699.0,4.0,4.0,JJC,0,181,89,Medium,1,28,156
Bosch 2 607 001 531 Extra Hard Screwdriver Bit Set,"[""Tools & Hardware >> Tools >> Tool Accessories >> Screwdriver Bit Sets""]",277.0,277.0,5.0,5.0,Bosch,1,15,73,Low,0,387,48
Bosch 2 608 521 041 Screwdriver Bit Set,"[""Tools & Hardware >> Tools >> Tool Accessories >> Screwdriver Bit Sets""]",374.0,374.0,5.0,5.0,Bosch,1,89,68,High,2,387,48
JJC LH-74  Lens Hood,"[""Cameras & Accessories >> Camera Accessories >> Lens Hoods >> JJC Lens Hoods""]",850.0,850.0,5.0,5.0,JJC,0,30,14,High,2,28,156
JJC LH-112  Lens Hood,"[""Cameras & Accessories >> Camera Accessories >> Lens Hoods >> JJC Lens Hoods""]",1275.0,1225.0,2.5,2.5,JJC,0,67,98,Low,0,28,156
Omax 58mm Flower  Lens Hood,"[""Cameras & Accessories >> Camera Accessories >> Lens Hoods >> Omax Lens Hoods""]",350.0,240.0,2.6,2.6,Omax,0,90,11,High,2,29,231
Bosch 2 607 001 528 Extra Hard Screwdriver Bit Set,"[""Tools & Hardware >> Tools >> Tool Accessories >> Screwdriver Bit Sets""]",368.0,368.0,4.5,4.5,Bosch,1,63,56,High,2,387,48
Petshop7 PS7DB0025 L Pet Bed,"[""Furniture >> Pet Furniture""]",2500.0,1999.0,1.0,1.0,Blue,0,31,67,Low,0,245,44
Bosch 2 607 001 514 Extra Hard Screwdriver Bit Set,"[""Tools & Hardware >> Tools >> Tool Accessories >> Screwdriver Bit Sets""]",2736.0,2736.0,5.0,5.0,Bosch,1,181,92,High,2,387,48
JJC LH-83F  Lens Hood,"[""Cameras & Accessories >> Camera Accessories >> Lens Hoods >> JJC Lens Hoods""]",1100.0,1100.0,4.0,4.0,JJC,0,165,29,Low,0,28,156
StyBuzz Embroidered Decorative Cushion,"[""Home Furnishing >> Cushions, Pillows & Covers >> Cushions""]",1499.0,398.0,5.0,5.0,StyBuzz,1,102,9,Low,0,279,320
Bosch 2 608 521 040 Screwdriver Bit Set,"[""Tools & Hardware >> Tools >> Tool Accessories >> Screwdriver Bit Sets""]",653.0,653.0,5.0,5.0,Bosch,1,109,67,Medium,1,387,48
Bosch 2 608 521 043 Screwdriver Bit Set,"[""Tools & Hardware >> Tools >> Tool Accessories >> Screwdriver Bit Sets""]",846.0,846.0,5.0,5.0,Bosch,1,103,25,Medium,1,387,48
JJC LH-73B  Lens Hood,"[""Cameras & Accessories >> Camera Accessories >> Lens Hoods >> JJC Lens Hoods""]",725.0,525.0,3.7,3.7,JJC,0,133,98,High,2,28,156
JJC LH-83J  Lens Hood,"[""Cameras & Accessories >> Camera Accessories >> Lens Hoods >> JJC Lens Hoods""]",725.0,725.0,1.0,1.0,JJC,0,153,76,High,2,28,156
DGB Flexi Touch X-11 USB Led Light,"[""Computers >> Laptop Accessories >> USB Gadgets >> DGB USB Gadgets""]",329.0,259.0,5.0,5.0,DGB,0,59,42,Low,0,180,77
Omax EW-60C for CANON EF-S 18-55mm F/3.5-5.6 Lens  Lens Hood,"[""Cameras & Accessories >> Camera Accessories >> Lens Hoods >> Omax Lens Hoods""]",495.0,270.0,5.0,5.0,Omax,0,10,9,High,2,29,231
Bosch 2 608 521 038 Screwdriver Bit Set,"[""Tools & Hardware >> Tools >> Tool Accessories >> Screwdriver Bit Sets""]",343.0,343.0,5.0,5.0,Bosch,1,99,79,Low,0,387,48
Canon EW-83J  Lens Hood,"[""Cameras & Accessories >> Camera Accessories >> Lens Hoods >> Canon Lens Hoods""]",1895.0,1895.0,1.0,1.0,Canon,0,137,40,Low,0,27,55
JJC LH-83II  Lens Hood,"[""Cameras & Accessories >> Camera Accessories >> Lens Hoods >> JJC Lens Hoods""]",1199.0,910.0,4.5,4.5,JJC,0,106,25,High,2,28,156
Bosch 2 607 001 526 Extra Hard Screwdriver Bit Set,"[""Tools & Hardware >> Tools >> Tool Accessories >> Screwdriver Bit Sets""]",433.0,433.0,5.0,5.0,Bosch,1,7,5,Low,0,387,48
zDelhi.com Car Washer Z1 Ultra High Pressure Washer,"[""Automotive >> Car Accessories >> Car Care >> Car Pressure Washers""]",4499.0,3999.0,5.0,5.0,zDelhi.com,0,185,11,Medium,1,8,396
